代碼,學系,國,英,數甲,數乙,物,化,生,歷,地,公
03404,資訊管理學系,x1.00,x1.50,--,x2.00,--,--,--,--,--,--
03405,化學系,x1.00,x1.00,x1.00,--,x1.00,x2.00,--,--,--,--
03406,物理學系物理組,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
03407,華文文學系,x2.00,x1.00,--,--,--,--,--,x2.00,--,--
03408,歷史學系,x1.50,x1.50,--,--,--,--,--,x2.00,x1.00,--
03409,應用數學系統計科學組(自然組),x1.00,x1.00,x1.50,--,--,--,--,--,--,--
03410,材料科學與工程學系,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
03411,經濟學系,x1.00,x1.00,--,x1.00,--,--,--,--,--,--
03412,諮商與臨床心理學系,x1.00,x1.50,x1.50,--,--,--,--,--,--,--
03413,會計學系,x1.00,x2.00,--,x1.50,--,--,--,--,--,--
03414,財務金融學系,x1.00,x1.50,--,x2.00,--,--,--,--,--,--
03415,應用數學系數學科學組,x1.00,x1.00,x1.50,--,--,--,--,--,--,--
03416,生命科學系,x1.00,x1.75,x1.00,--,--,x1.50,x1.75,--,--,--
03417,資訊工程學系資工組,x1.00,x1.25,x1.50,--,--,--,--,--,--,--
03418,電機工程學系,x1.00,x1.25,x1.50,--,x1.25,--,--,--,--,--
03419,國際企業學系,x1.00,x2.00,--,x1.75,--,--,--,--,--,--
03420,自然資源與環境學系,x2.00,x1.00,--,x2.00,--,--,--,--,--,--
03422,教育與潛能開發學系,x2.00,x1.00,--,x1.50,--,--,--,--,--,x2.00
03423,中國語文學系,x2.00,x1.25,--,--,--,--,--,x1.25,x1.00,--
03424,社會學系,x1.50,x2.00,--,--,--,--,--,--,--,x2.00
03425,幼兒教育學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,--,x2.00
03427,特殊教育學系,x1.25,x1.25,--,x1.00,--,--,--,x1.00,x1.00,--
03428,民族事務與發展學系,x1.00,--,--,--,--,--,--,x2.00,--,x2.00
03429,藝術創意產業學系,x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,--
03431,光電工程學系,x1.00,x1.00,x1.00,--,x1.50,x1.00,--,--,--,--
03432,臺灣文化學系,x1.00,x2.00,--,--,--,--,--,x2.00,x2.00,--
03433,教育行政與管理學系,x2.00,x2.00,--,x1.50,--,--,--,x1.00,--,x1.00
03434,物理學系奈米與光電科學組,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
03435,族群關係與文化學系,x2.00,--,--,--,--,--,--,x2.00,--,x1.50
03436,民族語言與傳播學系,x2.00,x1.00,--,--,--,--,--,--,--,x1.00
03437,公共行政學系,x1.50,x2.00,--,--,--,--,--,--,--,x2.00
03438,法律學系,x1.25,x1.00,--,--,--,--,--,--,--,x1.50
03439,管理學院管理科學與財金國際學士學位學程,x1.00,x2.00,--,x1.50,--,--,--,--,--,--
03440,大一不分系學士班,x1.50,x2.00,--,x1.75,--,--,--,--,--,--
03441,原住民族樂舞與藝術學士學位學程,x2.00,x2.00,--,--,--,--,--,x1.00,--,--
03442,應用數學系統計科學組(社會組),x1.00,x1.00,--,x1.50,--,--,--,--,--,--
03445,民族社會工作學士學位學程,x1.00,--,--,--,--,--,--,x2.00,--,x2.00
03446,資訊工程學系國際組,x1.00,x1.50,x1.25,--,--,--,--,--,--,--
03301,幼兒教育學系,x2.00,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
03302,行政管理學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x1.00
03303,教育學系,x1.50,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
03306,特殊教育學系,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
03307,國語文學系,x2.00,x1.25,--,x1.00,--,--,--,--,--,--
03308,材料科學系,x1.00,x1.00,x1.00,--,x1.50,x1.50,--,--,--,--
03309,應用數學系,--,x1.00,x2.00,--,x1.50,--,--,--,--,--
03311,數位學習科技學系(自然組),x1.50,x1.75,x2.00,--,--,--,--,--,--,--
03312,資訊工程學系,x1.00,x2.00,x2.00,--,x1.50,--,--,--,--,--
03313,生物科技學系,x1.50,x1.00,x1.00,--,--,x1.50,x2.00,--,--,--
03314,電機工程學系,x1.00,x1.00,x1.50,--,x1.50,x1.00,--,--,--,--
03315,綠色能源科技學系,--,x1.00,x1.50,--,x1.50,x1.50,--,--,--,--
03316,文化與自然資源學系,x1.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
03317,諮商與輔導學系,x1.50,x1.50,--,x1.50,--,--,--,--,--,x1.00
03318,英語學系,x1.25,x2.00,--,--,--,--,--,x1.00,x1.00,--
03319,戲劇創作與應用學系,x2.00,x2.00,--,x1.00,--,--,--,x1.50,x1.00,--
03320,經營與管理學系,x1.00,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
03321,生態暨環境資源學系,x1.00,x1.00,--,x1.00,--,--,--,--,x1.00,--
03322,數位學習科技學系(社會組),x1.50,x1.75,--,x2.00,--,--,--,--,--,--
03503,幼兒教育學系,x2.00,x2.00,--,x1.50,--,--,--,x1.00,x1.00,--
03504,教育學系,x2.00,x2.00,--,x2.00,--,--,--,x1.00,x1.00,--
03505,歷史與地理學系,x1.50,x1.00,--,x1.00,--,--,--,x1.50,x1.50,--
03506,英語教學系,x1.25,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
03507,特殊教育學系,x2.00,x1.50,--,x1.50,--,--,--,--,--,--
03508,中國語文學系,x2.00,x1.00,--,x1.00,--,--,--,x1.00,x1.00,--
03509,數學系,x1.25,x1.00,x2.00,--,x1.00,--,--,--,--,--
03510,資訊科學系,x1.25,x2.00,x2.00,--,x1.00,--,--,--,--,--
03511,應用物理暨化學系電子物理組,x1.00,x1.25,x1.00,--,x1.50,x1.50,--,--,--,--
03513,地球環境暨生物資源學系,x1.50,x1.50,x1.00,--,x1.00,x1.50,--,--,--,--
03514,社會暨公共事務學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x2.00
03515,心理與諮商學系,x1.50,x2.00,--,x1.50,--,--,--,x1.00,x1.00,--
03516,學習與媒材設計學系,x2.00,x2.00,--,x1.50,--,--,--,x1.00,x1.00,--
03517,休閒運動管理學系,x1.00,x2.00,--,--,--,--,x1.00,--,--,--
03518,運動健康科學系,x1.50,x2.00,--,--,--,--,x1.00,--,--,--
03519,城市發展學系,x1.00,x2.00,--,--,--,--,--,--,x2.00,--
03520,都會產業經營與行銷學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
03521,衛生福利學系,x1.50,x2.00,x1.00,--,--,--,x2.00,--,--,--
03522,應用物理暨化學系應用化學組,x1.00,x1.25,x1.00,--,x1.50,x1.50,--,--,--,--
03202,特殊教育學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
03203,數學暨資訊教育學系數學組,x1.50,x1.00,x2.00,--,--,--,--,--,--,--
03204,幼兒與家庭教育學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
03205,兒童英語教育學系(自費),x1.00,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
03206,社會與區域發展學系,x1.00,x2.00,--,x1.00,--,--,--,x1.50,x1.50,--
03207,教育學系,x1.50,x1.50,--,x1.25,--,--,--,x1.00,--,x1.00
03208,藝術與造形設計學系藝術組(自費),x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,--
03209,心理與諮商學系,x1.25,x1.25,--,x1.50,--,--,--,x1.00,x1.00,--
03210,語文與創作學系語文師資組,x2.00,x1.25,--,x1.00,--,--,--,x1.00,x1.00,--
03211,自然科學教育學系,x1.00,x1.25,x1.00,--,x1.50,x1.50,--,--,--,--
03213,數學暨資訊教育學系資訊組,x1.25,x1.00,x2.00,--,--,--,--,--,--,--
03214,藝術與造形設計學系設計組,x1.25,x1.50,--,x2.00,--,--,--,--,--,--
03215,資訊科學系,x1.00,x2.00,x2.00,--,x2.00,--,--,--,--,--
03216,教育經營與管理學系,x1.50,x1.50,--,x1.50,--,--,--,--,--,x1.00
03217,語文與創作學系文學創作組,x2.00,x1.25,--,--,--,--,--,x1.00,x1.00,--
03218,數位科技設計學系,x1.00,x1.50,x1.50,--,x1.00,--,--,--,--,--
03219,文化創意產業經營學系,x1.50,x1.50,--,x1.00,--,--,--,x1.25,x1.00,--
03221,兒童英語教育學系(公費),x1.00,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
03226,藝術與造形設計學系藝術組(公費),x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,--
03801,幼兒教育學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
03802,教育學系,x1.50,x1.00,--,x1.50,--,--,--,--,--,--
03803,身心整合與運動休閒產業學系,x1.50,x1.25,--,x1.00,--,--,--,--,--,--
03804,文化資源與休閒產業學系,x1.50,x1.00,--,--,--,--,--,x2.00,--,--
03805,應用數學系,x2.00,x1.50,x2.00,--,--,--,--,--,--,--
03806,體育學系,x2.00,x1.50,--,x1.00,--,--,--,--,--,--
03808,特殊教育學系,x2.00,x1.75,--,x1.00,--,--,--,--,--,--
03810,應用科學系化學及奈米科學組,x1.00,x1.00,x1.25,--,x1.25,x2.00,--,--,--,--
03811,資訊工程學系,x1.50,x2.00,x2.00,--,--,--,--,--,--,--
03812,資訊管理學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
03813,英美語文學系,x1.50,x2.00,--,--,--,--,--,x1.00,x1.00,--
03814,華語文學系,x2.00,x1.50,--,--,--,--,--,x1.00,--,--
03815,生命科學系,x1.50,x1.00,--,--,--,x1.00,x2.00,--,--,--
03816,應用科學系應用物理組,x1.00,x1.00,x1.50,--,x2.00,x1.50,--,--,--,--
03817,公共與文化事務學系,x1.50,--,--,--,--,--,--,x1.00,x1.00,x2.00
03818,數位媒體與文教產業學系,x2.00,x1.00,--,--,--,--,--,--,--,x1.00
03819,綠色與資訊科技學士學位學程,x1.00,x1.00,--,x2.00,--,--,--,--,--,--
03601,教育學系,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
03602,教育心理與輔導學系,x1.50,x1.50,--,x1.25,--,--,--,--,--,x1.00
03603,英語學系(自費),x1.00,x2.00,--,--,--,--,--,x1.00,--,--
03604,幼兒教育學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
03605,社會發展學系,x1.00,x1.00,--,--,--,--,--,x1.00,x1.00,x1.00
03606,視覺藝術學系數位媒體設計組,x2.00,x1.50,--,x1.50,--,--,--,--,--,--
03608,特殊教育學系,x1.50,x1.25,--,x1.25,--,--,--,--,--,--
03609,中國語文學系,x2.00,x1.25,--,--,--,--,--,x1.00,--,--
03610,應用化學系,--,x1.50,x1.50,--,--,x2.00,--,--,--,--
03611,資訊科學系,x1.50,x2.00,x2.00,--,--,--,--,--,--,--
03612,應用數學系,x1.00,x1.00,x2.00,--,--,--,--,--,--,--
03614,應用物理系物理組,x1.00,x1.00,x2.00,--,x2.00,x1.50,--,--,--,--
03615,文化創意產業學系,x2.00,x1.00,--,--,--,--,--,x1.00,--,--
03616,應用物理系光電暨材料組,x1.00,x1.00,x2.00,--,x2.00,x1.50,--,--,--,--
03617,科普傳播學系,x1.50,x1.00,x1.00,--,--,--,x1.25,--,--,--
03618,商業自動化與管理學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
03619,休閒事業經營學系,x1.50,x1.50,--,x1.00,--,--,--,--,--,--
03620,行銷與流通管理學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
03621,不動產經營學系,x1.50,x1.25,--,x1.25,--,--,--,--,--,--
03622,企業管理學系,x1.00,x1.50,--,x1.25,--,--,--,--,--,--
03623,國際貿易學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
03624,財務金融學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,x1.00
03625,會計學系,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
03626,資訊工程學系,x1.00,x2.00,x2.00,--,--,--,--,--,--,--
03627,資訊管理學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
03628,電腦與通訊學系,x1.00,x2.00,x2.00,--,--,--,--,--,--,--
03629,應用英語學系,x2.00,x2.00,--,--,--,--,--,--,--,x1.00
03630,應用日語學系,x2.00,x2.00,--,--,--,--,--,--,--,x1.00
03631,智慧機器人學系,--,x1.00,x2.00,--,x2.00,--,--,--,--,--
03634,英語學系(公費),x1.00,x2.00,--,--,--,--,--,x1.00,--,--
03901,休閒產業經營學系,x2.00,x2.00,--,x1.25,--,--,--,--,--,--
03902,體育推廣學系A,x2.00,x2.00,--,x1.50,--,--,--,--,--,x1.00
03905,適應體育學系A,x2.00,x2.00,--,--,--,--,x1.75,--,--,--
03906,運動保健學系B,x2.00,x2.00,x1.00,--,--,--,x1.75,--,--,--
03907,適應體育學系B,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04001,應用外語學系,x1.00,x1.50,--,--,--,--,--,x1.00,--,--
04003,管理學院學士班(主修：企業管理),x1.00,x1.00,--,x1.00,--,--,--,--,--,--
04004,管理學院學士班(主修：財務金融),x1.00,x1.00,--,x1.00,--,--,--,--,--,--
04005,管理學院學士班(主修：國際企業),x1.00,x1.00,--,x1.00,--,--,--,--,--,--
04006,管理學院學士班(主修：會計),x1.00,x1.00,--,x1.00,--,--,--,--,--,--
04007,資訊工程學系(資訊應用組),x1.00,x1.00,--,x1.00,--,--,--,--,--,--
04008,資訊傳播學系設計組,x1.00,x1.00,--,x1.00,--,--,--,--,--,--
04009,中國語文學系,x1.50,--,--,--,--,--,--,x1.00,x1.00,--
04010,社會暨政策科學學系,--,x1.00,--,x1.00,--,--,--,--,--,x1.00
04011,電機工程學系(甲組),--,x1.00,x1.00,--,x1.00,--,--,--,--,--
04012,機械工程學系,x1.00,--,x1.50,--,x1.50,--,--,--,--,--
04013,化學工程與材料科學學系,--,--,x1.75,--,x2.00,x2.00,--,--,--,--
04014,工業工程與管理學系(A組),x1.00,x1.00,x1.25,--,--,--,--,--,--,--
04016,資訊工程學系(資訊工程組),x1.00,x1.00,x1.00,--,x1.00,--,--,--,--,--
04017,資訊管理學系(社會組),x1.75,x2.00,--,x2.00,--,--,--,--,--,--
04019,資訊傳播學系科技組,x1.00,x1.00,--,x1.00,--,--,--,--,--,--
04020,管理學院學士班(英語專班),x1.00,x1.00,--,x1.00,--,--,--,--,--,--
04021,藝術與設計學系,x1.00,x1.00,--,x1.00,--,--,--,x1.00,x1.00,--
04022,電機工程學系(丙組),--,x1.00,x1.50,--,x1.50,x1.00,--,--,--,--
04023,電機工程學系(乙組),x1.00,x1.00,x1.00,--,x1.00,--,--,--,--,--
04024,工業工程與管理學系(B組),x1.25,x1.00,--,x1.00,--,--,--,--,--,--
04026,資訊管理學系(自然組),x1.75,x2.00,x2.00,--,--,--,--,--,--,--
04029,人文社會學院英語學士班,x1.00,x1.50,--,--,--,--,--,--,x1.00,--
04030,工程學院英語學士班,--,x1.50,x1.00,--,x1.00,x1.00,--,--,--,--
04031,資訊學院英語學士班,x1.00,x1.00,--,x1.00,--,--,--,--,--,--
04032,電機通訊學院英語學士班,--,x1.25,x1.00,--,x1.00,--,--,--,--,--
04101,中國文學系,x2.00,x1.25,--,x1.00,--,--,--,x1.00,x1.00,--
04102,傳播學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x1.00
04103,社會福利學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,--
04104,政治學系,x1.00,x2.00,--,x1.00,--,--,--,x1.00,--,x1.50
04105,機械工程學系,x1.00,x1.50,x2.00,--,x2.00,x1.00,--,--,--,--
04106,化學暨生物化學系,x1.00,x1.25,x1.25,--,x1.00,x2.00,--,--,--,--
04107,數學系,--,x1.25,x2.00,--,x1.00,--,--,--,--,--
04108,地球與環境科學系,x1.00,x1.00,x1.50,--,x1.50,x1.50,--,--,--,--
04109,外國語文學系,x1.00,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
04110,成人及繼續教育學系,x1.00,x1.50,--,x1.00,--,--,--,--,--,x1.50
04111,哲學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,x1.00
04112,歷史學系,x1.50,x1.50,--,--,--,--,--,x2.00,x1.00,--
04113,犯罪防治學系,x1.25,x1.50,--,x1.00,--,--,--,--,--,x1.50
04114,企業管理學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
04115,財務金融學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
04116,會計與資訊科技學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
04117,經濟學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
04118,資訊管理學系,x1.00,x2.00,x2.00,--,x1.00,x1.00,--,--,--,--
04119,物理學系,x1.00,x1.00,x1.50,--,x1.50,x1.00,--,--,--,--
04120,心理學系,x1.00,x1.50,x1.50,--,--,--,x1.25,--,--,--
04121,資訊工程學系,x1.00,x1.50,x1.25,--,x1.00,x1.00,--,--,--,--
04122,電機工程學系甲組,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
04123,法律學系法學組,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x1.00
04124,法律學系法制組,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x1.00
04125,財經法律學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x1.00
04126,勞工關係學系,x1.50,x2.00,--,x1.00,--,--,--,x1.00,--,x1.50
04127,化學工程學系,x1.00,x1.25,x1.25,--,x1.00,x1.25,--,--,--,--
04128,通訊工程學系,x1.00,x1.00,x1.00,--,x1.50,x1.00,--,--,--,--
04129,生物醫學科學系,x1.00,x1.25,x1.00,--,--,x1.50,x1.50,--,--,--
04130,運動競技學系,x2.00,x2.00,x1.00,--,--,--,x1.50,--,--,--
04131,電機工程學系乙組,--,x1.00,x2.00,--,x2.00,x1.00,--,--,--,--
04201,視覺傳達設計學系(視覺設計組),x2.00,x2.00,--,--,--,--,--,x2.00,x1.00,--
04202,造形藝術學系,x2.00,x1.00,--,--,--,--,--,x2.00,--,--
04203,空間設計學系(建築組),x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
04204,企業管理學系(經營管理組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04205,資訊管理學系,x2.00,x1.75,--,x2.00,--,--,--,--,--,--
04206,英語學系,x2.00,x2.00,--,--,--,--,--,x1.75,--,--
04207,應用日語學系,x2.00,x1.00,--,--,--,--,--,x2.00,--,--
04208,食品暨應用生物科技學系(健康生技組),x2.00,x2.00,--,--,--,--,x1.75,--,--,--
04209,藥用植物與保健學系(中藥保健組),x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04210,工業設計學系,x2.00,x1.00,--,x1.00,--,--,--,--,--,--
04211,企業管理學系(數位行銷組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04212,醫學工程學系,x1.75,x2.00,x2.00,--,--,--,--,--,--,--
04214,視覺傳達設計學系(動態媒體組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04215,藥用植物與保健學系(藥粧經絡組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04216,烘焙暨飲料調製學士學位學程,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04217,環境工程學系,x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04218,休閒事業管理學系(創新經營組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04219,財務金融學系(投資管理組),x2.00,x1.00,--,x1.00,--,--,--,--,--,--
04220,會計資訊學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04221,醫學工程學系(智慧醫療組),x2.00,x1.75,--,--,--,--,x2.00,--,--,--
04222,醫療器材設計與材料學士學位學程(醫學應用組),x1.75,--,--,--,--,x2.00,x2.00,--,--,--
04223,生物資源學系(生態經營與生物多樣性組),x2.00,x1.75,--,--,--,--,x2.00,--,--,--
04224,生物醫學系(生物醫藥組),x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04225,電機工程學系,x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04226,休閒事業管理學系(休閒企劃組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04227,運動健康管理學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04228,財務金融學系(銀行專業組),x2.00,x1.00,--,x1.00,--,--,--,--,--,--
04230,資訊工程學系,x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04231,食品暨應用生物科技學系(食品科學組),x2.00,x2.00,--,--,--,x1.75,--,--,--,--
04232,生物資源學系(醫藥微生物組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04234,生物醫學系(檢驗醫學組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04235,多媒體數位內容學士學位學程,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04239,國際企業管理學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04242,空間設計學系(室內設計組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04246,觀光旅遊學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04247,餐旅管理學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04248,機械與自動化工程學系,x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04249,材料科學與工程學系,x1.00,--,x2.00,--,x2.00,x2.00,--,--,--,--
04252,醫療器材設計與材料學士學位學程,x1.75,x2.00,x2.00,--,--,--,--,--,--,--
04253,傳播藝術學士學位學程,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04260,視光學系,x2.00,x2.00,x1.00,--,--,--,--,--,--,--
04262,消防安全學士學位學程,x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04264,護理學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04302,應用日語學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,x1.00
04303,行政管理學系,x2.00,x1.00,--,--,--,--,--,x2.00,--,x2.00
04304,工業管理學系(甲組),x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04305,機械工程學系航空技術組,x2.00,x1.00,x1.00,--,x2.00,x2.00,--,--,--,--
04306,景觀建築學系景觀設計組,x2.00,--,--,--,--,--,--,x1.75,x2.00,--
04307,企業管理學系企業管理組,x2.00,--,--,--,--,--,--,x1.00,x2.00,x2.00
04308,財務管理學系財務金融管理組,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
04310,建築與都市計畫學系(第二類組),x2.00,x1.75,--,--,x2.00,--,--,--,--,--
04311,資訊管理學系(資訊管理應用組),x2.00,--,--,--,--,--,--,x1.75,x2.00,--
04312,企業管理學系智慧運輸與物流組,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04313,工業管理學系(乙組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04314,資訊工程學系資訊工程組,x2.00,x1.00,--,--,x2.00,--,--,--,--,--
04315,資訊工程學系智慧軟體設計組,x2.00,x1.00,--,--,x2.00,--,--,--,--,--
04316,光電與材料工程學系(生醫光電組),x2.00,x1.00,--,--,--,--,x2.00,--,--,--
04318,資訊管理學系(資訊系統設計與智慧製造組),x1.75,--,--,--,--,--,--,x2.00,x2.00,--
04319,光電與材料工程學系(綠能光電組),x2.00,x1.00,x1.00,--,x2.00,x2.00,--,--,--,--
04320,土木工程學系,x2.00,x2.00,x2.00,--,x1.00,x1.00,--,--,--,--
04321,建築與都市計畫學系(第一類組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04323,電機工程學系,x2.00,x1.00,x1.00,--,x2.00,x2.00,--,--,--,--
04324,機械工程學系智慧機械組,x2.00,x1.00,x1.00,--,x2.00,x2.00,--,--,--,--
04325,財務管理學系會計資訊與稅務組,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
04326,景觀建築學系產品設計組,x2.00,--,--,--,--,--,--,--,x1.75,x2.00
04328,觀光與會展活動學系旅遊與休閒管理組,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,x1.00
04329,觀光與會展活動學系會展與活動管理組,x2.00,x1.00,--,--,--,--,--,--,--,x1.00
04330,餐旅管理學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,x1.00
04332,機械工程學系智慧自動化組,x2.00,x1.00,x1.00,--,x2.00,x2.00,--,--,--,--
04333,資訊工程學系資訊應用組,x1.00,--,--,--,--,--,--,x2.00,x2.00,--
04336,資訊工程學系人工智慧組,x2.00,x1.00,--,--,x2.00,--,--,--,--,--
04337,資訊管理學系(手機軟體設計組),x2.00,x1.75,--,x2.00,--,--,--,--,--,--
04338,資訊管理學系(巨量資料應用組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04339,光電與材料工程學系(材料應用組),x2.00,x1.00,x1.00,--,x2.00,x2.00,--,--,--,--
04341,財務管理學系金融資訊管理組,x2.00,x1.00,--,x2.00,--,--,--,x2.00,x1.00,--
04501,電機工程學系甲組,x2.00,x1.50,x2.00,--,--,--,--,--,--,--
04502,資訊工程學系資訊工程組,x2.00,x1.50,x2.00,--,--,--,--,--,--,--
04503,資訊管理學系人工智慧與電子商務組,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04504,通訊工程學系智慧軟體應用組,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04505,機械與自動化工程學系,x2.00,--,--,--,x2.00,x1.50,--,--,--,--
04506,材料科學與工程學系甲組,x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04507,財務金融管理學系財務管理組,x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
04508,生物醫學工程學系智慧醫療應用組,x2.00,--,x1.00,--,x2.00,x2.00,--,--,--,--
04509,護理學系,x2.00,x2.00,x1.00,--,--,x1.00,x2.00,--,--,--
04510,醫學影像暨放射科學系,x2.00,--,x1.00,--,x2.00,x1.00,x2.00,--,--,--
04511,電子工程學系光電組,x2.00,--,--,--,x1.75,x2.00,--,--,--,--
04513,醫務管理學系,x2.00,x1.75,--,x2.00,--,--,--,--,--,--
04514,化學工程學系甲組,x2.00,--,--,--,x1.75,x2.00,--,--,--,--
04515,財務與計算數學系甲組,x2.00,x1.50,x2.00,--,--,--,--,--,--,--
04516,電機工程學系乙組,x2.00,x1.50,--,x2.00,--,--,--,--,--,--
04517,工業管理學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04518,企業管理學系企業經營組,x2.00,x1.00,--,--,--,--,--,x2.00,x1.75,--
04519,國際商務學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04520,會計學系財稅規劃組,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04521,公共政策與管理學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04523,物理治療學系,x1.50,x2.00,x1.00,--,x1.00,--,x2.00,--,--,--
04524,職能治療學系,x1.75,x2.00,x1.00,--,x1.00,--,x2.00,--,--,--
04525,生物科技學系生物醫藥組,x2.00,x1.00,--,--,--,x2.00,x2.00,--,--,--
04526,應用英語學系,x2.00,x2.00,--,--,--,--,--,x1.00,--,--
04527,應用日語學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04528,大眾傳播學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04529,健康管理學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04530,營養學系臨床營養組,x2.00,--,--,--,--,x1.50,x2.00,--,--,--
04531,餐旅管理學系餐飲管理組,x2.00,x1.00,--,--,--,--,--,x2.00,x1.00,--
04532,休閒事業管理學系活動企劃與行銷組,x2.00,--,--,--,--,--,--,x2.00,x1.75,--
04533,觀光學系,x2.00,x1.75,--,--,--,--,--,x1.75,x1.00,--
04534,國際企業經營學系(國際學院),x2.00,x2.00,--,--,--,--,--,x1.00,x1.75,--
04535,國際財務金融學系國際貿易組(國際學院),x2.00,x2.00,--,x1.00,--,--,--,--,x2.00,--
